origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
TAS,AGP,One way,Turkish Airlines,15:15,10:50,22.58,8,716,1766.75,,Airbus A321neo,1,IST (755m),Found on 2026-04-18 (Round 2)
TAS,ATL,One way,flydubai | Emirates | United,04:05,21:28,26.38,9,868,2153.38,,Boeing 737MAX 8 Passenger | Boeing 777 | Boeing 737,2,DXB (90m) | ORD (153m),Found on 2026-04-18 (Round 2)
TAS,CLT,One way,Turkish Airlines | Lufthansa,15:15,16:45,34.5,11,1458,3201.11,,Airbus A321neo | Airbus A320neo | Airbus A350,2,IST (545m) | MUC (455m),Found on 2026-04-18 (Round 2)
TAS,CNX,One way,China Southern,01:30,17:50,14.33,10,553,1476.29,,Boeing 737MAX 8 Passenger | Airbus A320neo,2,URC (100m) | CAN (115m),Found on 2026-04-18 (Round 2)
TAS,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
TAS,HAN,One way,China Southern,01:30,23:00,19.5,11,598,1027.44,,Boeing 737MAX 8 Passenger | Airbus A320,2,URC (100m) | CAN (475m),Found on 2026-04-18 (Round 2)
TAS,ISB,One way,Azerbaijan Airlines,03:30,01:15,21.75,7,259,820.5,,Airbus A320 | Airbus A319,1,GYD (950m),Found on 2026-04-18 (Round 2)
TAS,JMK,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
TAS,JTR,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
TAS,KBV,One way,Turkish Airlines | Bangkok Airways,02:30,08:45,28.25,9,2235,2696.33,,Airbus A330 | Airbus A350 | Airbus A319,2,IST (605m) | BKK (135m),Found on 2026-04-18 (Round 2)
TAS,KHI,One way,flydubai,04:05,15:40,11.58,5,681,2034.2,,Boeing 737MAX 8 Passenger,1,DXB (220m),Found on 2026-04-18 (Round 2)
TAS,KIX,One way,Uzbekistan | Korean Air,20:45,11:20,10.58,19,869,1653.19,,Boeing 787 | Boeing 787-10,1,ICN (170m),Found on 2026-04-18 (Round 2)
TAS,KRK,One way,LOT,02:20,15:45,16.42,9,725,1329.33,,Boeing 737MAX 8 Passenger,1,WAW (520m),Found on 2026-04-18 (Round 2)
TAS,LHE,One way,flydubai,04:05,04:45,24.67,4,620,1082.75,,Boeing 737MAX 8 Passenger,1,DXB (945m),Found on 2026-04-18 (Round 2)
TAS,NCE,One way,Turkish Airlines,15:15,09:10,20.92,11,576,1603.11,,Airbus A321neo | Airbus A350,1,IST (750m),Found on 2026-04-18 (Round 2)
TAS,NRT,One way,China Southern,21:10,13:40,12.5,13,588,1728.11,,Airbus A330 | Airbus A321neo,1,CAN (75m),Found on 2026-04-18 (Round 2)
TAS,OTP,One way,AJet,07:20,19:05,13.75,11,536,1408.36,,Boeing 737 | Boeing 737MAX 8 Passenger,1,ESB (440m),Found on 2026-04-18 (Round 2)
TAS,PEW,One way,Kam Air | Etihad,12:50,06:50,18.0,1,1884,1884,,Boeing 737 | Airbus A320,2,KBL (330m) | AUH (275m),Found on 2026-04-18 (Round 2)
TAS,PKX,One way,China Southern,22:20,06:40,5.33,4,271,276,,Airbus A330,0,Direct,Found on 2026-04-18 (Round 2)
TAS,SLL,One way,Air Arabia | Etihad | Oman Air,14:40,10:20,20.67,2,1101,1151,,Airbus A320 | Boeing 737,2,AUH (200m) | MCT (645m),Found on 2026-04-19 (Round 2)
TAS,TPE,One way,China Southern,21:10,13:30,13.33,23,547,695.05,,Airbus A330,1,CAN (270m),Found on 2026-04-18 (Round 2)
TAS,TUN,One way,Turkish Airlines,15:15,22:45,11.5,4,679,824.25,,Airbus A321neo,1,IST (190m),Found on 2026-04-18 (Round 2)
TAS,LUX,One way,Turkish Airlines,15:15,09:25,21.17,9,657,1005.11,,Airbus A321neo | Boeing 737,1,IST (745m),Found on 2026-04-18 (Round 2)
TAS,PMI,One way,flydubai | Emirates | Condor,04:05,13:40,36.58,2,1991,2082,,Boeing 737MAX 8 Passenger | Boeing 777 | Airbus A320,2,DXB (415m) | FRA (925m),Found on 2026-04-18 (Round 2)
TAS,YYC,One way,LOT | Air Canada,02:20,00:23,33.05,9,1769,3274.12,,Boeing 737MAX 8 Passenger | Boeing 787,2,WAW (680m) | YYZ (80m),Found on 2026-04-18 (Round 2)
TAS,ZNZ,One way,Turkish Airlines,02:30,01:55,25.42,3,893,1393.33,,Airbus A330 | Boeing 737MAX 8 Passenger,1,IST (765m),Found on 2026-04-18 (Round 2)
TAS,DAM,One way,Turkish Airlines,15:15,09:25,20.17,2,826,958,,Airbus A321neo | Boeing 777,1,IST (755m),Found on 2026-04-18 (Round 2)
TAS,KBL,One way,Kam Air,12:50,13:50,1.5,2,318,896.5,,Boeing 737,0,Direct,Found on 2026-04-18 (Round 2)
TLV,AUH,One way,Etihad,07:05,11:15,3.17,5,259,311.8,,Airbus A321neo,0,Direct,Found on 2026-04-16
TLV,BLR,One way,Etihad | Akasa Air,20:10,08:45,10.08,8,502,528.25,,Airbus A321 | Boeing 737MAX 8 Passenger,1,AUH (155m),Found on 2026-04-16
TLV,KIX,One way,Etihad,07:05,11:50,22.75,3,783,795,,Airbus A321neo | Boeing 787,1,AUH (595m),Found on 2026-04-16
TLV,NRT,One way,Etihad,07:05,12:35,23.5,4,681,716.75,,Airbus A321neo | Airbus A350,1,AUH (610m),Found on 2026-04-16
TLV,SYD,One way,Etihad,15:05,16:50,18.75,5,1013,1036.8,,Airbus A321neo | Airbus A350,1,AUH (110m),Found on 2026-04-16
TLV,ADD,One way,Etihad,01:20,12:30,11.17,3,380,380,,Airbus A321neo | Airbus A320,1,AUH (200m),Found on 2026-04-16
TLV,AER,One way,Etihad,07:05,18:10,11.08,3,498,499.67,,Airbus A321neo | Airbus A320,1,AUH (220m),Found on 2026-04-16
TLV,AGP,One way,Austrian,06:00,13:00,8.0,13,155,364.85,,Airbus A321,1,VIE (55m),Found on 2026-04-18 (Round 2)
TLV,AMD,One way,Etihad,07:05,18:35,9.0,6,521,550.5,,Airbus A321neo | Airbus A321,1,AUH (170m),Found on 2026-04-16
TLV,AMM,One way,Etihad,01:20,11:00,9.67,3,2842,2842,,Airbus A321neo | Airbus A320,1,AUH (190m),Found on 2026-04-16
TLV,AMS,One way,Etihad,07:05,19:10,13.08,3,528,529.67,,Airbus A321neo | Airbus A350,1,AUH (170m),Found on 2026-04-16
TLV,ATH,One way,Etihad,20:10,12:35,16.42,1,4156,4156,,Airbus A321 | Airbus A321neo,1,AUH (475m),Found on 2026-04-16
TLV,ATL,One way,Etihad,07:05,16:30,40.42,4,602,611.25,,Airbus A321neo | Airbus A350,1,AUH (1325m),Found on 2026-04-16
TLV,BAH,One way,Etihad,07:05,20:45,13.67,8,547,763.38,,Airbus A321neo | Airbus A320,1,AUH (560m),Found on 2026-04-16
TLV,BCN,One way,Etihad,07:05,19:15,13.17,3,541,542.67,,Airbus A321neo | Boeing 787,1,AUH (170m),Found on 2026-04-16
TLV,BEY,One way,Etihad,20:10,11:05,14.92,1,2818,2818,,Airbus A321 | Airbus A320,1,AUH (490m),Found on 2026-04-16
TLV,BKK,One way,Etihad,07:05,23:50,12.75,6,529,561.17,,Airbus A321neo | Boeing 787-10,1,AUH (180m),Found on 2026-04-16
TLV,BOM,One way,Etihad,07:05,19:00,9.42,8,486,517.75,,Airbus A321neo | Boeing 777,1,AUH (180m),Found on 2026-04-16
TLV,BOS,One way,Etihad,01:20,14:40,20.33,3,438,1000.33,,Airbus A321neo | Boeing 787,1,AUH (205m),Found on 2026-04-16
TLV,BRU,One way,Etihad,07:05,07:05,25.0,3,518,525.67,,Airbus A321neo | Boeing 787-10,1,AUH (890m),Found on 2026-04-16
TLV,CAI,One way,Etihad,01:20,12:10,11.83,2,2915,2915,,Airbus A321neo | Airbus A321,1,AUH (290m),Found on 2026-04-16
TLV,CCJ,One way,Etihad,15:05,02:55,9.33,7,635,793.29,,Airbus A321neo | Airbus A321,1,AUH (125m),Found on 2026-04-16
TLV,CCU,One way,Etihad,07:05,03:00,17.42,4,501,545.5,,Airbus A321neo,1,AUH (560m),Found on 2026-04-16
TLV,CDG,One way,Etihad,07:05,19:30,13.42,3,550,551.67,,Airbus A321neo | Boeing 787,1,AUH (185m),Found on 2026-04-16
TLV,CGK,One way,Etihad,15:05,09:00,13.92,6,802,1430.5,,Airbus A321neo | Boeing 777,1,AUH (130m),Found on 2026-04-16
TLV,CLT,One way,Etihad,07:05,10:45,34.67,3,719,728,,Airbus A321neo | Boeing 787,1,AUH (980m),Found on 2026-04-16
TLV,CMB,One way,Etihad,15:05,03:00,9.42,5,523,538.8,,Airbus A321neo | Airbus A320,1,AUH (95m),Found on 2026-04-16
TLV,CMN,One way,Etihad,07:05,07:20,26.25,3,354,358.67,,Airbus A321neo | Boeing 787,1,AUH (890m),Found on 2026-04-16
TLV,CNX,One way,Etihad,07:05,06:25,19.33,4,666,1626.25,,Airbus A321neo,1,AUH (585m),Found on 2026-04-16
TLV,COK,One way,Etihad,07:05,20:00,10.42,10,482,519.3,,Airbus A321neo,1,AUH (190m),Found on 2026-04-16
TLV,CPH,One way,Etihad,20:10,07:10,12.0,1,490,490,,Airbus A321 | Boeing 787,1,AUH (120m),Found on 2026-04-16
TLV,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
TLV,DEL,One way,Etihad,07:45,19:20,9.08,7,486,518.29,,Airbus A321neo | Boeing 787-10,1,AUH (135m),Found on 2026-04-16
TLV,DMM,One way,Etihad,01:20,09:10,7.83,7,543,619.86,,Airbus A321neo,1,AUH (190m),Found on 2026-04-16
TLV,DOH,One way,Etihad,20:10,02:05,5.92,6,499,516.67,,Airbus A321 | Airbus A320neo,1,AUH (95m),Found on 2026-04-16
TLV,DPS,One way,Etihad,15:05,11:25,15.33,6,830,987.33,,Airbus A321neo | Boeing 777,1,AUH (155m),Found on 2026-04-16
TLV,DUB,One way,Etihad,07:05,19:05,14.0,3,654,655.67,,Airbus A321neo | Boeing 787,1,AUH (165m),Found on 2026-04-16
TLV,DUS,One way,Etihad,07:45,07:35,24.83,2,503,509,,Airbus A321neo,1,AUH (865m),Found on 2026-04-16
TLV,ELQ,One way,Etihad,07:05,09:00,25.92,4,596,1155.25,,Airbus A321neo | Airbus A320,1,AUH (1240m),Found on 2026-04-16
TLV,FCO,One way,Etihad,07:05,18:20,12.25,3,500,501.67,,Airbus A321neo | Boeing 787,1,AUH (175m),Found on 2026-04-16
TLV,FRA,One way,Etihad,07:05,18:45,12.67,3,499,500.67,,Airbus A321neo | Boeing 787-10,1,AUH (165m),Found on 2026-04-16
TLV,GVA,One way,Etihad,07:05,19:40,13.58,3,538,539.67,,Airbus A321neo,1,AUH (190m),Found on 2026-04-16
TLV,HAN,One way,Etihad,01:20,18:45,13.42,3,699,2106.67,,Airbus A321neo | Boeing 787,1,AUH (215m),Found on 2026-04-16
TLV,HKG,One way,Etihad,07:05,09:00,20.92,4,679,693.25,,Airbus A321neo | Boeing 787,1,AUH (595m),Found on 2026-04-16
TLV,HKT,One way,Etihad,20:10,12:15,12.08,6,529,588.17,,Airbus A321 | Airbus A321neo,1,AUH (120m),Found on 2026-04-16
TLV,HYD,One way,Etihad,07:05,19:40,10.08,6,482,527.33,,Airbus A321neo | Boeing 787,1,AUH (185m),Found on 2026-04-16
TLV,IAD,One way,Etihad,07:05,09:45,33.67,3,518,523.33,,Airbus A321neo | Boeing 787,1,AUH (960m),Found on 2026-04-16
TLV,ICN,One way,Etihad,07:05,10:50,21.75,4,586,636.75,,Airbus A321neo | Boeing 787,1,AUH (595m),Found on 2026-04-16
TLV,ISB,One way,Etihad,07:05,18:25,9.33,6,615,636.67,,Airbus A321neo | Airbus A320,1,AUH (180m),Found on 2026-04-16
TLV,IST,One way,Etihad,01:20,12:35,11.25,3,4032,4165.33,,Airbus A321neo | Airbus A321,1,AUH (185m),Found on 2026-04-16
TLV,JAI,One way,Etihad,07:05,02:10,16.58,4,505,523.25,,Airbus A321neo | Airbus A320,1,AUH (590m),Found on 2026-04-16
TLV,JED,One way,Etihad,01:20,10:25,9.08,11,622,726.73,,Airbus A321neo | Airbus A321,1,AUH (175m),Found on 2026-04-16
TLV,JFK,One way,Etihad,07:05,08:35,32.5,4,406,410.25,,Airbus A321neo | Airbus A350,1,AUH (920m),Found on 2026-04-16
TLV,JMK,One way,Etihad | SKY express,20:10,08:20,12.17,1,706,706,,Airbus A321neo | Airbus A320 | ATR 42/72,2,AUH (105m) | ATH (80m),Found on 2026-04-17
TLV,JNB,One way,Etihad,20:10,08:15,13.08,6,368,1196.5,,Airbus A321 | Boeing 787,1,AUH (100m),Found on 2026-04-16
TLV,JTR,One way,Etihad | SKY express,20:10,14:55,18.75,1,4370,4370,,Airbus A321 | Airbus A321neo | ATR 42/72,2,AUH (475m) | ATH (85m),Found on 2026-04-16
TLV,KBV,One way,Etihad,01:20,18:20,13.0,8,619,3295,,Airbus A321neo,1,AUH (185m),Found on 2026-04-16
TLV,KHI,One way,Etihad,01:20,11:10,7.83,7,619,641.86,,Airbus A321neo | Airbus A320,1,AUH (140m),Found on 2026-04-16
TLV,KNO,One way,Etihad,07:05,07:05,20.0,6,946,1154.33,,Airbus A321neo,1,AUH (580m),Found on 2026-04-16
TLV,KUL,One way,Etihad,01:20,19:45,13.42,5,858,882.6,,Airbus A321neo | Boeing 787,1,AUH (170m),Found on 2026-04-16
TLV,KWI,One way,Etihad,01:20,09:15,7.92,7,468,546.86,,Airbus A321neo | Airbus A320,1,AUH (175m),Found on 2026-04-16
TLV,LED,One way,Etihad,20:10,08:35,36.42,1,4200,4200,,Airbus A321 | Airbus A321neo,1,AUH (1590m),Found on 2026-04-16
TLV,LHE,One way,Etihad,07:05,18:25,9.33,6,697,721.33,,Airbus A321neo | Airbus A320,1,AUH (175m),Found on 2026-04-16
TLV,LHR,One way,Etihad,01:20,12:45,13.42,4,540,541.25,,Airbus A321neo | Boeing 787-10,1,AUH (155m),Found on 2026-04-16
TLV,LIS,One way,Etihad | Brussels Airlines,20:10,11:10,17.0,1,901,901,,Airbus A321 | Boeing 787-10 | Airbus A320neo,2,AUH (100m) | BRU (130m),Found on 2026-04-16
TLV,MAA,One way,Etihad,07:05,20:10,10.58,10,501,540.1,,Airbus A321neo | Airbus A320neo,1,AUH (185m),Found on 2026-04-16
TLV,MAD,One way,Etihad,07:05,19:40,13.58,3,538,539.67,,Airbus A321neo | Boeing 787,1,AUH (170m),Found on 2026-04-16
TLV,MAN,One way,Etihad,01:20,13:00,13.67,2,565,565,,Airbus A321neo | Boeing 787,1,AUH (165m),Found on 2026-04-16
TLV,MCT,One way,Etihad,15:05,22:00,5.92,7,505,523.57,,Airbus A321neo | Airbus A320,1,AUH (90m),Found on 2026-04-16
TLV,MEL,One way,Etihad,07:05,15:50,25.75,4,995,1014.75,,Airbus A321neo | Boeing 787,1,AUH (565m),Found on 2026-04-16
TLV,MLE,One way,Etihad,01:20,13:45,10.42,5,525,541,,Airbus A321neo | Boeing 787-10,1,AUH (175m),Found on 2026-04-16
TLV,MNL,One way,Etihad,07:05,11:05,23.0,5,491,596.6,,Airbus A321neo | Airbus A330,1,AUH (630m),Found on 2026-04-16
TLV,MUC,One way,Etihad,07:05,18:40,12.58,3,505,506.67,,Airbus A321neo | Boeing 787,1,AUH (185m),Found on 2026-04-16
TLV,MXP,One way,Etihad,07:05,18:50,12.75,3,510,511.67,,Airbus A321neo | Boeing 787-10,1,AUH (185m),Found on 2026-04-16
TLV,NCE,One way,Etihad | ITA,20:10,10:30,15.33,1,922,922,,Airbus A321 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (110m) | FCO (170m),Found on 2026-04-16
TLV,ORD,One way,Etihad,07:05,08:35,33.5,3,512,517.33,,Airbus A321neo | Airbus A350,1,AUH (940m),Found on 2026-04-16
TLV,PEW,One way,Etihad,07:05,06:50,21.75,3,679,696.67,,Airbus A321neo | Airbus A320,1,AUH (930m),Found on 2026-04-16
TLV,PKX,One way,Etihad,07:05,09:00,20.92,4,627,639.75,,Airbus A321neo | Boeing 787,1,AUH (575m),Found on 2026-04-16
TLV,KTI,One way,Etihad,01:20,19:10,13.83,5,541,656.6,,Airbus A321neo,1,AUH (185m),Found on 2026-04-16
TLV,PRG,One way,Etihad,20:10,07:05,11.92,1,4684,4684,,Airbus A321 | Boeing 787,1,AUH (145m),Found on 2026-04-16
TLV,PVG,One way,Etihad | China Eastern,07:05,12:55,24.83,5,1001,1294.8,,Airbus A321neo | Airbus A330,1,AUH (725m),Found on 2026-04-16
TLV,RUH,One way,Etihad,01:20,08:40,7.33,11,537,664.18,,Airbus A321neo | Boeing 787,1,AUH (140m),Found on 2026-04-16
TLV,SEZ,One way,Etihad | Air Seychelles,01:20,12:20,10.0,5,449,1372.2,,Airbus A321neo | Airbus A320neo,1,AUH (130m),Found on 2026-04-16
TLV,SIN,One way,Etihad,07:05,09:40,21.58,4,634,647.25,,Airbus A321neo | Airbus A380,1,AUH (625m),Found on 2026-04-16
TLV,SVO,One way,Etihad,07:05,19:20,12.25,5,490,501,,Airbus A321neo | Boeing 787-10,1,AUH (185m),Found on 2026-04-16
TLV,TPE,One way,Etihad,07:05,10:00,21.92,4,769,785.75,,Airbus A321neo | Boeing 787,1,AUH (605m),Found on 2026-04-16
TLV,TRV,One way,Etihad,07:05,02:50,17.25,8,511,644.75,,Airbus A321neo | Airbus A321,1,AUH (580m),Found on 2026-04-16
TLV,TUN,One way,Etihad,20:10,06:25,36.25,1,3171,3171,,Airbus A321 | Airbus A321neo,1,AUH (1590m),Found on 2026-04-16
TLV,VIE,One way,Etihad,20:10,06:40,11.5,1,2416,2416,,Airbus A321 | Boeing 777,1,AUH (135m),Found on 2026-04-16
TLV,WAW,One way,Etihad,20:10,07:00,11.83,1,2253,2253,,Airbus A321 | Boeing 787,1,AUH (155m),Found on 2026-04-16
TLV,YYZ,One way,Etihad,07:05,08:55,32.83,3,718,727.33,,Airbus A321neo | Airbus A380,1,AUH (915m),Found on 2026-04-16
TLV,ZRH,One way,Etihad,01:20,13:20,13.0,4,535,536.25,,Airbus A321neo,1,AUH (175m),Found on 2026-04-16
TLV,KRK,One way,Etihad | Lufthansa,07:45,23:30,16.75,2,2287,2872,,Airbus A321neo | Boeing 787 | Airbus A320,2,AUH (145m) | MUC (210m),Found on 2026-04-16
TLV,PMI,One way,Etihad | Air Europa,20:10,09:25,14.25,2,555,557.5,,Airbus A321 | Boeing 787-10 | Boeing 737,2,AUH (125m) | BCN (65m),Found on 2026-04-16
TLV,SLL,One way,Etihad | Oman Air,01:20,18:15,15.92,4,633,846.75,,Airbus A321neo | Airbus A320 | Boeing 737,2,AUH (230m) | MCT (360m),Found on 2026-04-16
TLV,YYC,One way,Tap Air Portugal | Air Canada,05:05,19:03,22.97,13,697,1332.08,,Airbus A320neo | Airbus A321neo | Airbus A321,2,LIS (85m) | YYZ (170m),Found on 2026-04-18 (Round 2)
TLV,ZNZ,One way,Etihad | Ethiopian,20:10,11:00,14.83,6,602,659.17,,Airbus A321 | Boeing 737MAX 8 Passenger | Airbus A350,2,AUH (240m) | ADD (40m),Found on 2026-04-16
TLV,TAS,One way,Etihad | Air Arabia,20:10,13:20,15.17,1,1567,1567,,Airbus A321neo | Airbus A320,1,AUH (505m),Found on 2026-04-17
TLV,NBO,One way,Etihad,01:20,12:30,11.17,6,424,434.33,,Airbus A321neo | Airbus A320,1,AUH (165m),Found on 2026-04-16
TLV,MED,One way,Etihad | Flynas,07:05,20:30,13.42,3,2685,2686.67,,Airbus A321neo | Airbus A320,2,AUH (195m) | DMM (215m),Found on 2026-04-16
TLV,KZN,One way,Etihad,01:20,12:35,11.25,1,578,578,,Airbus A321neo | Airbus A320,1,AUH (165m),Found on 2026-04-16
TLV,OTP,One way,Austrian,06:00,12:25,6.42,10,147,212.89,,Airbus A321 | Airbus A320,1,VIE (65m),Found on 2026-04-18 (Round 2)
TLV,KBL,One way,Etihad,07:05,18:15,9.67,3,727,728.67,,Airbus A321neo | Airbus A320,1,AUH (210m),Found on 2026-04-16
TLV,LUX,One way,SWISS,04:50,18:40,14.83,17,298,396.65,,Airbus A220-300 Passenger,1,ZRH (575m),Found on 2026-04-18 (Round 2)
TPE,AUH,One way,Etihad,19:40,00:55,9.25,1,755,755,,Boeing 787,0,Direct,Found on 2026-04-16
TPE,BCN,One way,Etihad,19:40,07:35,17.92,1,599,599,,Boeing 787 | Boeing 787-10,1,AUH (95m),Found on 2026-04-16
TPE,LHR,One way,Etihad,19:40,07:00,18.33,1,500,500,,Boeing 787 | Airbus A380,1,AUH (85m),Found on 2026-04-16
TPE,MXP,One way,Etihad,19:40,06:45,17.08,1,525,525,,Boeing 787,1,AUH (80m),Found on 2026-04-16
TPE,ZRH,One way,Etihad,19:40,06:50,17.17,1,649,649,,Boeing 787 | Boeing 787-10,1,AUH (80m),Found on 2026-04-16
TPE,ADD,One way,Etihad | Ethiopian,19:40,07:45,17.08,2,595,595,,Boeing 787 | Boeing 737MAX 8 Passenger,1,AUH (210m),Found on 2026-04-16
TPE,AER,One way,Etihad,19:40,18:10,27.5,1,818,818,,Boeing 787 | Airbus A320,1,AUH (840m),Found on 2026-04-16
TPE,AGP,One way,Emirates | Tap Air Portugal,00:30,22:55,28.42,9,931,2112.38,,Boeing 777 | Embraer 195,2,DXB (85m) | LIS (485m),Found on 2026-04-18 (Round 2)
TPE,AMD,One way,Etihad,19:40,18:35,25.42,1,3706,3706,,Boeing 787 | Airbus A321,1,AUH (790m),Found on 2026-04-16
TPE,AMM,One way,Etihad,19:40,23:35,32.92,2,789,1077,,Boeing 787 | Airbus A320,1,AUH (1225m),Found on 2026-04-16
TPE,AMS,One way,Etihad,19:40,19:10,29.5,2,491,517,,Boeing 787 | Airbus A350,1,AUH (790m),Found on 2026-04-16
TPE,ATH,One way,Etihad,19:40,12:35,21.92,2,643,869,,Boeing 787 | Airbus A321neo,1,AUH (445m),Found on 2026-04-16
TPE,ATL,One way,United,14:30,05:26,26.93,14,883,1215,,Boeing 777 | Boeing 737MAX 8 Passenger,1,SFO (619m),Found on 2026-04-18 (Round 2)
TPE,BAH,One way,Etihad,19:40,02:10,11.5,2,1085,1462,,Boeing 787 | Airbus A320,1,AUH (65m),Found on 2026-04-16
TPE,BEY,One way,Etihad,19:40,11:05,20.42,1,617,617,,Boeing 787 | Airbus A320,1,AUH (460m),Found on 2026-04-16
TPE,BLR,One way,Etihad | Akasa Air,19:40,08:45,15.58,2,1263,1268,,Boeing 787 | Boeing 737MAX 8 Passenger,1,AUH (125m),Found on 2026-04-16
TPE,BOM,One way,Etihad,19:40,07:10,14.0,1,1266,1266,,Boeing 787 | Airbus A321neo,1,AUH (85m),Found on 2026-04-16
TPE,BOS,One way,Etihad,19:40,14:40,31.0,2,4980,6100,,Boeing 787,1,AUH (485m),Found on 2026-04-16
TPE,BRU,One way,Etihad,19:40,07:05,17.42,1,714,714,,Boeing 787 | Boeing 787-10,1,AUH (70m),Found on 2026-04-16
TPE,CAI,One way,Etihad,19:40,04:25,14.75,1,640,640,,Boeing 787 | Airbus A320,1,AUH (105m),Found on 2026-04-16
TPE,CCJ,One way,Etihad | Air Arabia,19:40,14:25,21.25,2,3736,3736,,Boeing 787 | Airbus A320,1,AUH (475m),Found on 2026-04-16
TPE,CCU,One way,Thai AirAsia,18:30,23:59,7.98,9,300,875.5,,Airbus A321neo | Airbus A320,1,DMK (95m),Found on 2026-04-18 (Round 2)
TPE,CDG,One way,Etihad,19:40,07:55,18.25,1,540,540,,Boeing 787 | Airbus A380,1,AUH (100m),Found on 2026-04-16
TPE,CLT,One way,Etihad,19:40,10:45,27.08,1,5431,5431,,Boeing 787,1,AUH (160m),Found on 2026-04-16
TPE,CMB,One way,Etihad,19:40,08:35,15.42,1,792,792,,Boeing 787 | Airbus A320,1,AUH (90m),Found on 2026-04-16
TPE,CMN,One way,Etihad,19:40,07:20,18.67,1,775,775,,Boeing 787,1,AUH (70m),Found on 2026-04-16
TPE,COK,One way,Etihad,19:40,14:15,21.08,2,1209,1416.5,,Boeing 787 | Airbus A320,1,AUH (465m),Found on 2026-04-16
TPE,CPH,One way,Etihad,19:40,07:10,17.5,1,626,626,,Boeing 787,1,AUH (90m),Found on 2026-04-16
TPE,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
TPE,DEL,One way,Etihad,19:40,07:55,14.75,1,1213,1213,,Boeing 787 | Airbus A321,1,AUH (105m),Found on 2026-04-16
TPE,DMM,One way,Etihad,19:40,02:50,12.17,1,1055,1055,,Boeing 787 | Airbus A320,1,AUH (90m),Found on 2026-04-16
TPE,DOH,One way,Etihad,19:40,02:05,11.42,1,566,566,,Boeing 787 | Airbus A320neo,1,AUH (65m),Found on 2026-04-16
TPE,DUB,One way,Etihad,19:40,07:15,18.58,1,584,584,,Boeing 787 | Boeing 777,1,AUH (75m),Found on 2026-04-16
TPE,DUS,One way,Etihad,19:40,07:35,17.92,1,598,598,,Boeing 787 | Airbus A321neo,1,AUH (85m),Found on 2026-04-16
TPE,ELQ,One way,Etihad,19:40,09:00,18.33,1,867,867,,Boeing 787 | Airbus A320,1,AUH (420m),Found on 2026-04-16
TPE,FCO,One way,Etihad,19:40,06:25,16.75,1,499,499,,Boeing 787,1,AUH (80m),Found on 2026-04-16
TPE,FRA,One way,Etihad,19:40,06:55,17.25,1,520,520,,Boeing 787,1,AUH (75m),Found on 2026-04-16
TPE,GVA,One way,Etihad,19:40,07:10,17.5,1,694,694,,Boeing 787,1,AUH (90m),Found on 2026-04-16
TPE,HYD,One way,Etihad,19:40,19:40,26.5,1,3736,3736,,Boeing 787 | Airbus A321,1,AUH (805m),Found on 2026-04-16
TPE,IAD,One way,Etihad,19:40,09:45,26.08,1,4980,4980,,Boeing 787,1,AUH (140m),Found on 2026-04-16
TPE,ISB,One way,Etihad,19:40,18:25,25.75,1,3509,3509,,Boeing 787 | Airbus A321,1,AUH (800m),Found on 2026-04-16
TPE,IST,One way,Etihad,19:40,12:35,21.92,2,498,793.5,,Boeing 787 | Airbus A321,1,AUH (465m),Found on 2026-04-16
TPE,JAI,One way,Etihad,19:40,19:35,26.42,1,3686,3686,,Boeing 787 | Airbus A320,1,AUH (820m),Found on 2026-04-16
TPE,JED,One way,Etihad,19:40,03:55,13.25,3,1075,1624.33,,Boeing 787 | Airbus A320,1,AUH (70m),Found on 2026-04-16
TPE,JFK,One way,Etihad,19:40,08:35,24.92,1,700,700,,Boeing 787 | Airbus A350,1,AUH (100m),Found on 2026-04-16
TPE,JMK,One way,Etihad | SKY express,19:40,08:20,41.67,2,747,799,,Boeing 787 | Airbus A321neo | ATR 42/72,2,AUH (445m) | ATH (1140m),Found on 2026-04-16
TPE,JNB,One way,Etihad,19:40,08:15,18.58,1,624,624,,Boeing 787,1,AUH (70m),Found on 2026-04-16
TPE,JTR,One way,Etihad | SKY express,19:40,14:55,24.25,1,747,747,,Boeing 787 | Airbus A321neo | ATR 42/72,2,AUH (445m) | ATH (85m),Found on 2026-04-16
TPE,KHI,One way,Etihad,19:40,05:40,13.0,1,3488,3488,,Boeing 787 | Airbus A320,1,AUH (85m),Found on 2026-04-16
TPE,KWI,One way,Etihad,19:40,03:10,12.5,1,1264,1264,,Boeing 787 | Airbus A320,1,AUH (90m),Found on 2026-04-16
TPE,LED,One way,Etihad,19:40,08:35,41.92,1,867,867,,Boeing 787 | Airbus A321neo,1,AUH (1560m),Found on 2026-04-16
TPE,LHE,One way,Etihad,19:40,18:25,25.75,1,3544,3544,,Boeing 787 | Airbus A320,1,AUH (795m),Found on 2026-04-16
